answers,resps,success
D,C,True
A,A,True
D,D,True
C,A,True
A,C,True
D,A,True
B,A,True
C,A,True
A,A,True
B,B,True
D,D,True
D,B,True
A,C,True
B,C,True
D,D,True
B,D,True
D,C,True
A,C,True
C,C,True
B,B,True
D,B,True
A,B,True
D,A,True
D,B,True
C,D,True
D,B,True
A,B,True
B,C,True
C,A,True
B,A,True
B,B,True
B,D,True
D,C,True
C,C,True
A,C,True
B,C,True
C,B,True
C,C,True
C,A,True
B,A,True
D,C,True
C,C,True
B,D,True
C,A,True
B,C,True
C,B,True
C,D,True
C,A,True
A,C,True
C,A,True
C,D,True
A,B,True
C,C,True
B,B,True
C,C,True
C,C,True
B,B,True
C,B,True
A,C,True
A,C,True
D,B,True
D,B,True
C,A,True
C,C,True
B,C,True
B,C,True
A,B,True
B,C,True
B,B,True
C,A,True
C,B,True
B,A,True
C,D,True
B,B,True
C,C,True
C,C,True
D,B,True
D,C,True
C,D,True
A,B,True
A,A,True
D,A,True
D,B,True
A,A,True
C,D,True
C,D,True
C,D,True
D,B,True
B,A,True
C,C,True
C,B,True
B,A,True
D,A,True
A,A,True
D,B,True
D,B,True
D,B,True
B,C,True
D,A,True
B,B,True
A,C,True
A,C,True
A,C,True
C,B,True
B,B,True
B,B,True
A,D,True
D,B,True
D,B,True
A,A,True
B,C,True
B,A,True
A,B,True
B,C,True
D,C,True
C,B,True
B,B,True
B,C,True
B,D,True
C,C,True
C,C,True
D,B,True
B,A,True
C,B,True
A,D,True
B,B,True
A,D,True
A,B,True
C,B,True
A,D,True
D,C,True
C,C,True
B,B,True
D,A,True
D,B,True
B,B,True
C,C,True
C,D,True
C,B,True
B,B,True
C,C,True
D,C,True
C,A,True
A,B,True
B,D,True
B,D,True
B,D,True
C,A,True
A,D,True
B,A,True
C,C,True
B,B,True
D,B,True
B,C,True
A,D,True
C,C,True
B,B,True
C,A,True
C,C,True
C,D,True
A,B,True
B,C,True
B,D,True
D,D,True
D,C,True
D,B,True
A,D,True
D,D,True
C,D,True
B,B,True
D,D,True
D,D,True
C,B,True
D,D,True
D,C,True
B,C,True
C,A,True
C,C,True
C,A,True
A,D,True
D,C,True
D,A,True
B,D,True
