answers,resps,success
D,D,True
A,"Ili kutathmini lengo la ""Elezea kile kinachotokea kwa ujumla kwa miti ya matunda wakati wa misimu ya mwaka,"" mwalimu anahitaji shughuli ambayo itawawezesha wanafunzi kuonyesha ufahamu wao wa mabadiliko yanayotokea kwa miti ya matunda katika misimu tofauti za mwaka.

Kwa kuchambua kila chaguo:

A. Kuchora mti katika misimu miwili - Hii inawaruhusu wanafunzi kuonyesha mabadiliko lakini ni misimu miwili tu, si mwaka mzima

B. Kugawanya miti kuwa yenye matunda na isiyo na matunda - Hii haishughulikii mabadiliko ya misimu

C. Kupaka rangi michoro ya miti ya matunda katika misimu tofauti - Hii inawaruhusu wanafunzi kuonyesha ufahamu wao wa jinsi miti inavyobadilika katika misimu mbalimbali za mwaka mzima

D. Kuunganisha miti na matunda - Hii haishughulikii mabadiliko ya misimu

C,",True
D,"Ili kubaini dhana potofu kuhusu moyo, ninahitaji kuchambua kila chaguo:

A. Moyo unakuwa imara zaidi kupitia michezo - Hii ni kweli. Moyo ni misuli na inakuwa imara zaidi kupitia mazoezi.

B. Moyo wa mtu ni ukubwa wa ngumi yake - Hii ni kawaida ya jumla inayotumika kuelezea ukubwa wa moyo, ingawa si sahihi kabisa kwa kila mtu, ni mwongozo wa jumla unaokubaliwa.

C. Moyo huruhusu damu kubeba oksijeni kupeleka kwenye mwili - Hii ni kweli. Moyo hupiga damu yenye oksijeni kupitia mwili.

D. Moyo huzalisha damu inayoenda kwa kiumbe kizima - Hii ni DHANA POTOFU. Moyo hauzalishi damu; moyo hupiga damu tu. Damu huzalishwa katika mfupa (bone marrow), si moyoni.

D,",True
C,"Ninaangalia swali hili kwa makini:

Mwalimu anauliza watoto: ""Nini kitatokea tukiziweka katika maji?""

Swali hili linawaomba watoto wafikirie na kusema watakavyodhani kitatokeatokea kabla ya kufanya jaribio halisi. Hii ni dhana ya **utabiri** - kutoa mawazo ya awali kuhusu matokeo ya jaribio kabla halijafanywa.

Hebu niangalie chaguo zingine:
- A (Majaribio) - Hii ni kitendo cha kufanya jaribio, si ujuzi unaokuzwa na swali
- B (Uchunguzi wa kuongozwa) - Hii ni mbinu ya kufundisha, si ujuzi maalum
- D (Ulinganisho wa habari) - Hii ingehusisha kulinganisha taarifa zilizokwisha patikana

Swali ""Nini kitatokea...?"" linawahimiza watoto kuunda **utabiri** kuhusu matokeo.

C",True
A,"Katika hali hii, mwalimu anaonyesha jinsi mafuta na gliserini yanavyopanda juu wakati maji yanabaki chini. Hii inaonyesha tofauti za uzito wa maada hizi tofauti - yaani, msongamano (density) wao. Maada yenye msongamano mdogo huelea juu ya maada yenye msongamano mkubwa.

A",True
D,"Ili kujibu swali hili, ninahitaji kuelewa mabadiliko ya hali ya maji:

1. **Ufindishaji (Condensation)** - ni mchakato ambapo mvuke wa maji unabadilika kuwa maji ya kioevu (liquid)

2. **Vumbi (Evaporation)** - maji ya kioevu yanabadilika kuwa mvuke

3. **Ugandishaji (Freezing)** - maji ya kioevu yanabadilika kuwa barafu (solid)

4. **Kuyeyuka (Melting)** - barafu inabadilika kuwa maji ya kioevu

Sasa tuangalie chaguo:

A. Theluji kuanguka juu ya maji - hii ni theluji (solid) ikigusa maji (liquid)

B. Barafu kubadilika kuwa mvuke - hii ni **sublimation** (kutoka solid moja kwa moja kwenda gas)

C. Maji ya bahari kupoa na kuwa barafu - hii ni **ugandishaji/freezing** (liquid to solid)

D. Mawe kuloanishwa na mvuke wa chemchemi - hapa mvuke (gas) unagusa mawe baridi na **kubadilika kuwa maji** (liquid) - hii ni **ufindishaji/condensation**

D,",True
B,"Kulingana na maelezo, tunazungumzia mabadiliko ya hali ya maada kutoka **yabisi hadi gesi**.

Hebu tuangalie kila chaguo:
- **Ufinyu maji (A)**: Ni mabadiliko kutoka gesi hadi kioevu (maji)
- **Unyevukaji (B)**: Ni mabadiliko kutoka kioevu hadi gesi
- **Uvukizi (C)**: Ni mabadiliko kutoka **yabisi hadi gesi** (mfano: barafu ya CO₂ - dry ice)
- **Muunganisho (D)**: Ni mabadiliko kutoka gesi hadi yabisi

Jibu sahihi ni **C** kwa sababu uvukizi (sublimation) ni jina la mchakato ambapo maada hubadilika moja kwa moja kutoka hali yabisi hadi hali ya gesi bila kupitia hali ya kioevu.

C,",True
C,C,True
A,"Kwa kujibu swali kuhusu chanzo kikuu cha mawimbi makubwa baharini:

Mawimbi makubwa baharini husababishwa hasa na upepo. Upepo unapovuma juu ya uso wa maji, huhamisha nishati kwa maji na kusababisha mawimbi. Kadiri upepo unavyokuwa na nguvu zaidi na kuvuma kwa muda mrefu zaidi, ndivyo mawimbi yanavyokuwa makubwa zaidi.

Ingawa kani ya uvutano ya Mwezi husababisha maji kupanda na kushuka (tides/maji ya kupanda na kushuka), hii si chanzo kikuu cha mawimbi makubwa yanayoonekana katika video ya siku ya kawaida.

A,",True
B,"Swali hili linahusu tukio linalosababishwa na mwelekeo wa mhimili wa Dunia ambao husababisha nusudunia ya kaskazini na kusini kuangazwa isivyolingana na Jua wakati Dunia inalizunguka.

Mwelekeo wa mhimili wa Dunia (axial tilt) na mzunguko wa Dunia kuzunguka Jua ndio husababisha majira ya mwaka. Nusudunia moja hupata mwangaza zaidi wa Jua wakati fulani wa mwaka (majira ya joto) na nusudunia nyingine hupata mwangaza kidogo (majira ya baridi).

- Mikondo ya bahari: Husababishwa na upepo na mzunguko wa Dunia, si mwelekeo wa mhimili
- Majira ya mwaka: Husababishwa na mwelekeo wa mhimili na mzunguko wa Dunia kuzunguka Jua
- Mchana na usiku: Husababishwa na mzunguko wa Dunia kuzunguka mhimili wake
- Mawimbi: Husababishwa na upepo

B",True
