answers,resps,success
D,"Nnekennenya ekibuuzo kino:

Omusomesa agenda kutandika omutwe ogukwata ku **emikyuka egya bulijjo** (daily changes) gye gikosaamu ebiramu n'obutonde bw'ensi.

Leka nnekennenya buli kibuuzo:

A. ""Lwaki enjuba egwa olweggulo?"" - Kino kikwata ku nkyukakyuka ya bulijjo (emisana n'ekiro)

B. ""Lwaki emisana mimpi mu biseera by'obutiti?"" - Kino kikwata ku nkyukakyuka za bulijjo ez'obudde/emisana

C. ""Lwaki abantu bagoberera enkola ennamu mu biseera by'emisana?"" - Kino kikwata ku nkola z'abantu, si nkyukakyuka za butonde

D. ""Lwaki olowooza abantu abasinga balala kiro?"" - Kino kikwata ku nkola z'abantu, si nkyukakyuka za butonde

Ekibuuzo ekisobozesa omusomesa **okwanjula ebyokuyiga** (to extend/deepen learning) eri abayizi kirina okuba ekibuuzo ekivaamu okulowooza okw'amaanyi era ekiyinza okuyamba abayizi okutegeera obulungi emikyuka egya bulijjo.

Ekibuuzo **B** ""Lwaki emisana mimpi mu biseera by'obutiti?"" kivaamu okulowooza okw'amaanyi era kikwata ku nkyukakyuka za butonde ezya bulijjo (obudde/emisana).

**B**",True
A,"Nnekennenya ekibuuzo kino:

Ekigendererwa kye: ""Okunnyonnyola ekitera okubaawo ku miti gy'ebibala mu biseera by'omwaka eby'enjawulo.""

Ekigendererwa kino kyetaaga abayizi okutegeera nti emiti gy'ebibala gikyukakyuka mu biseera by'omwaka eby'enjawulo (ebbugumu, enkuba, omusana, obutiti).

Nnekennenya buli kirowoozo:

A. Okuzimba omuti - kino tekikebera butereevu okutegeera enkyukakyuka mu biseera by'omwaka.

B. Okwawula emiti egibala n'egitabala - kino tekikwatagana n'ekigendererwa eky'enkyukakyuka mu biseera by'omwaka.

C. Okukolela langi emiti okusinziira ku biseera by'omwaka - Kino kikwatagana butereevu n'ekigendererwa! Abayizi balaga okutegeera nti buli muti gulina enkyukakyuka mu biseera by'omwaka eby'enjawulo nga bakwataganya omuti n'ekiseera kyagwo.

D. Okukwataganya omuti n'ekibala - kino kikebera okumanya ebibala byokka, si enkyukakyuka mu biseera by'omwaka.

**C**",True
D,"Nnekennenya ekibuuzo kino:

Ekibuuzo kyebuuza ku **endowooza enkyamu** ku mutima.

Ka ntunuulire buli kirowoozo:

A. ""Omutima gweyongera okuba omugumu okuyita mu mizannyo"" - Kino si kituufu. Omutima si mubiri ogweyongera okuba omugumu. Omutima gw'omubiri ogukola omusaayi, si mubiri ogufaanana ng'emyunyeto egweyongera okuba emigumu.

B. ""Omutima gw'omuntu gulinga ekikonde kye"" - Kino si kituufu. Omutima si kikonde, era obunene bwagwo tebukwatagana na kikonde kya muntu.

C. ""Omutima gusobozesa omusaayi okutambuza omukka ogwa oxygen okugenda mu mubiri"" - Kino kituufu! Omutima gukola omusaayi, era omusaayi gwe gutambuza omukka ogwa oxygen.

D. ""Omutima gukola omusaayi ogugenda mu buli kitundu ky'omubiri"" - Kino nakyo kituufu! Omulimu gw'omutima gwe gukola omusaayi.

Ekibuuzo kyebuuza **endowooza enkyamu**, kale nneetegeera nti:

- C ne D bituufu
- A ne B si bituufu

Mu A ne B, **A** y'endowooza enkyamu esinga okubaawo mu baana - okulowooza nti omutima gweyongera okuba omugumu nga emyunyeto.

**A**",True
C,"# Nnekennenya Ekibuuzo

Ekibuuzo kyebuuza: Kintu ki omusomesa ky'akubiriza abaana okukozesa mu kibuuzo ky'ababuuzizza?

Ekibuuzo omusomesa ky'abuuza kye kino: **""Kiki ekinaabaawo singa tubiteeka mu mazzi?""**

Nnekennenya ebyokuddamu:

**A. Okukebereza** - Kino kitegeeza okulaba n'okwegera ebintu nga bwe biri

**B. Okwekenneenya okukulemberwa** - Kino kitegeeza okwekenneenya okutwalira awamu

**C. Okuteebereza ebinaavaamu** - Kino kitegeeza okulowooza ku ebinaatuuka nga tonnaba bikola (prediction/hypothesis)

**D. Okugeraageranya ku bubaka** - Kino kitegeeza okufaanaganya ebintu

Ekibuuzo ""Kiki ekinaabaawo singa tubiteeka mu mazzi?"" kyebuuza abaana okulowooza ku ebinaatuuka **nga tonnaba biteeka mu mazzi**. Kino kye **kuteebereza** oba **okukola hypothesis**.

**C**",True
A,"# Nfumiitiriza ku kibuuzo

Omusomesa alaga ekiigezo mw'ayiwa ebintu ebisatu mu butto: amazzi, butto w'emmere, ne giriserini.

Bw'ankenenya obutto:
- Butto w'emmere ne giriserini byambukira waggulu
- Amazzi gasigala wansi

Kino kiraga nti ebintu birina obuzito obutali bwe bimu. Ebintu ebisingawo obuzito (amazzi) bisigala wansi, ate ebyo ebirina obuzito obutono (butto w'emmere ne giriserini) byambukira waggulu.

Kino kye kintu ekikola ebintu ekiyitibwa **obungi bw'ekintu** (density) - engeri ekintu gye kizitowa oba obuzito bwakyo okusinziira ku bunene bwakyo.

**A**",True
D,D,True
B,"# Nfumiitiriza ku kibuuzo:

Kibuuzo kino kyogera ku **nkyukakyuka y'embeera y'ekintu okuva mu ngumu okudda mu ggaasi**.

Nnekennenya buli ky'okulondamu:

**A. Enfuufu** - Kino si nkyukakyuka y'embeera, wabula kya kintu/ekintu.

**B. Okufuuyuka** - Kino kwe kukyuka okuva mu **mazzi (liquid) okudda mu ggaasi (gas)** - si kituufu.

**C. Okutulukuka** - Kino kwe kukyuka okuva mu **ngumu (solid) okudda mu ggaasi (gas)** nga teyitamu mu mbeera y'amazzi - **Kino kituufu!**

**D. Okutabika** - Kino kwe kukyuka okuva mu **ggaasi okudda mu ngumu** - si kituufu.

**C**",True
C,"# Nfumiitiriza ku kibuuzo

Ekibuuzo kyetaaga okutegeera ebintu ebikola obudde (weather elements/factors).

Ebintu ebikola obudde ebikulu bye bino:
- **Obudde** (weather/climate conditions)
- **Ebbugumu** (temperature)
- **Empewo** (wind)
- **Enkuba** (rain/precipitation)
- **Ebiseera by'omwaka** (seasons)

Nneekebera buli kyokulabirako:

**A. Obudde, enkuba, n'ebiseera by'omwaka**
- Kino kirimu ebintu ebikulu naye ""obudde"" kiyinza okuba nga kigambo ekigazi ennyo

**B. Empewo, ebiseera by'omwaka, n'ebbugumu**
- Kino kirimu ebintu ebikulu ebikola obudde: empewo (wind), ebiseera by'omwaka (seasons), n'ebbugumu (temperature)
- Bino byonna bintu ebinyonnyoleka ebikola obudde

**C. Okutonnyesa, omuyaga, n'obudde**
- ""Okutonnyesa"" si kintu kikulu nnyo mu kunnyonnyola obudde

**D. Obudde, empewo, n'enkuba**
- Kino kirimu ebintu ebikulu

Ekibuuzo kyetaaga ebintu ebinyonnyoleka ebikola obudde. **Ekyokulabirako B** kirimu ebintu ebisatu ebinyonnyoleka ebikulu: empewo, ebiseera by'omwaka, n'ebbugumu.

**B**",True
A,"# Nfumiitiriza ku kibuuzo

Ekibuuzo kyebuuza ku nsonga enkulu evaako empewo okukunta mu nnyanja.

## Nnekennenya buli kirowoozo:

**A. Omuyaga** - Omuyaga gwe mulimu gw'empewo ezikunta, naye si nsonga enkulu eyazireeta. Omuyaga ye nkola, si nsonga.

**B. Amaanyi agasikira ebintu ku Mwezi** - Amaanyi ga Mwezi (gravitational pull) ge galeeta empewo okukunta. Mwezi bw'asikira amazzi g'ennyanja, galeeta tides (empewo ezikunta n'okuwanduka).

**C. Enjawulo mu bwoki bw'omu bbanga** - Kino kikwata ku mbeera y'obudde, si nsonga enkulu ey'empewo okukunta.

**D. Enkyukakyuka mu bwoki bw'amazzi g'ennyanja** - Kino kiva ku mpewo okukunta, si nsonga eyazireeta.

Ensonga enkulu ey'empewo okukunta ye **amaanyi ga Mwezi agasikira amazzi** (tidal forces).

**B**",True
B,"# Nkola y'Okunoonyereza

Leka nnekennekenye ekibuuzo:

**Ekibuuzo kikwata ku:**
- Omusomesa alaga vidiyo eraga ekintu ekivaamu obwewunzike bw'enkondo y'ensi
- Obwewunzike buno buleeta ekitundu ky'obukiikakkono n'eky'obukiikaddyo **okumulisa obutali bumu okw'omusana**
- Kino kijja okuva mu **nsi gy'etambulira okwetoloola omusana**

**Ebintu ebikulu:**
1. Enkondo y'ensi (axis tilt)
2. Obutali bumu okw'omusana mu bitundu eby'enjawulo
3. Ensi etambulira okwetoloola omusana

**Nnekennekenye obuyinza:**

A. Emigga gy'amazzi mu nnyanja - Kino tekikwatagana n'enkondo y'ensi n'okwetoloola omusana

B. Ebiseera by'omwaka - **Kino kituufu!** Obwewunzike bw'enkondo y'ensi nga ensi etambulira okwetoloola omusana kye kireeta ebiseera by'omwaka (seasons) - ekitundu ky'obukiikakkono ne ky'obukiikaddyo bifuna omusana obutali bumu mu biseera eby'enjawulo

C. Emisana n'ekiro - Kino kijja okuva mu nsi okwetooloola (rotation), si okwetoloola omusana (revolution)

D. Emigga gy'amazzi - Tekikwatagana n'enkondo y'ensi n'okwetoloola omusana

**B**",True
D,"Nsomooza embeera eno:

Ignacio annyonnyola nti:
- Clownfish efuna obukuumi okuva ku ttooki y'ennyanja (ekiganyulo)
- Ttooki y'ennyanja ekuumibwa kubanga clownfish egoba ebyennyanja ebirala ebigirya (ekiganyulo)

Kino kye kitegeeza nti **ebyennyanja byombi bifuna emiganyulo** okuva mu nkolagana yaabyo.

Nnekaliriza ebyokuddamu:

A. Obuwangwa - ekimu kiganyulwa, ekirala tekirina kye kifuna ❌

B. Amensalism - ekimu kiremesebwa, ekirala tekirina kye kifiirwa ❌

C. Obutalina ludda - si kituufu ❌

D. Omukwano ogw'obuyambi obwa buli omu - **byombi biganyulwa** ✓

**D**",True
D,"# Okwekenneenya Ekibuuzo

Ekibuuzo kyetaaga abayizi okutegeera **amakulu g'obwolekero bw'obusaale mu nsaano z'emmere**.

Nsaano z'emmere (food chains) ziraga engeri emmere/amasoboza bwe gyita okuva ku kiramu ekimu okudda ku kirundi:
- Ebimera (producers) → Abalya ebimera (herbivores) → Abalya ensolo (carnivores)

**Obwolekero bw'obusaale** (direction of arrows) mu nsaano z'emmere bulaga:
- Engeri amasoboza bwe gakulukuta
- Emmere evaayo wa okudda wa

Leka ntunuulire buli kirowoozo:

**A. Empyaamida z'omuwendo gw'abantu** - Kino kikwata ku bungi bw'ebiramu mu buli mutendera, naye si kye kikulu okutegeera obwolekero bw'obusaale.

**B. Emikwano gy'ebiramu egy'enjawulo** - Kino kigazi nnyo. Obwolekero bw'obusaale bulaga emikwano gya ""okulya n'okuliibwa"" - ani alya ani.

**C. Abaguzi abakulu n'abaguzi abaddala** - Kino kikwata ku nkola y'okumalawo, si ku nsaano z'emmere.

**D. Enkyukakyuka n'okukuuma amasoboza** - Kino kikulu naye si kye kikulu okutegeera obwolekero bw'obusaale.

**B**",True
