answers,resps,success
D,B,True
A,C,True
D,C,True
C,C,True
A,A.,True
D,B,True
B,D,True
C,C,True
A,B,True
B,B,True
D,D,True
D,D,True
A,D,True
B,D,True
D,D,True
B,B,True
D,D,True
A,C.,True
C,C,True
B,A,True
D,D,True
A,B.,True
D,B,True
D,C,True
C,C,True
D,D,True
A,A,True
B,C,True
C,A.,True
B,D,True
B,A,True
B,C,True
D,D,True
C,A.,True
A,A,True
B,A,True
C,A,True
C,C,True
C,D,True
B,B,True
D,D,True
C,C,True
B,B,True
C,B,True
B,"C

Lẹ́tà ìdáhùn:

Mo yan aṣayan C nitori pé nípa kíkọ́ àwọn akẹ́kọ̀ọ́ yanju ìṣoro ìrìn títọ́ nípasẹ̀ ìmúyára àti kinematics, wọ́n ń lo àwòkọ́ṣe sáyẹ́nsì kí wọ́n sì fi ojútùú wọn we àwọn ìmọ̀ràn tẹ́lẹ̀. Ìṣe yìí ń bẹ̀rẹ̀ ìmúlò awoṣe àti ìtẹ́numọ́ bí awoṣe ṣe lè ni àìpẹ̀, ó tún fún olùkọ́ ní ànfàní láti ṣe ìgbéléwọ̀n bí ìmọ̀ àwọn akẹ́kọ̀ọ́ ṣe ń dàgbà nípa ìfarapàda ìmọ̀tìmọ́ sáyẹ́nsì wọn.

Dúró gẹ́lẹ́ lẹ́yìn lẹ́tà náà.",True
C,C,True
C,D,True
C,B,True
A,C,True
C,"B

",True
C,D,True
A,D,True
C,C,True
B,B,True
C,B,True
C,A,True
B,B,True
C,B,True
A,A.,True
A,B,True
D,B,True
D,D,True
C,B,True
C,C,True
B,D,True
B,C,True
A,D,True
B,B,True
B,B,True
C,A,True
C,C,True
B,D,True
C,D,True
B,B,True
C,C,True
C,B,True
D,"Si Olùkọ́ Olólùfẹ́,  
  
Kókó: Ìdáhùn sí ìbéèrè “Kí ni agbára?”  
  
Ìbáṣepọ̀:  
Láti fi hàn pé agbára kì í ṣe ohun tó ń tọ̀ka sí ìgbé ìrìn nìkan ṣùgbọ́n pé ó lè máa ṣẹ̀lẹ̀ kí ìríra ń bá a lọ láì sí ìtẹ́síwájú sí rí, mo yan ìpinnu D:  
Àwòrán ọfà kan nínú afẹ́fẹ́ lẹ́yìn tí wọ́n ta á.  
  
Nínú àwòrán yìí, ọfà ń tẹ̀síwájú láìsí ìfọwọ́ṣọ́ agbára lẹ́yìn tí a ti ta á, tó ń tọ́ka sí ìmúlò òfin ìfarapa Newton pé nkan tí ó wà ní ìsinmi tàbí ìrìn-ajo yóò tẹ̀síwájú nípò yìí bí kò bá sí agbára míì tó ń ṣàkóso rẹ̀. Eyi máa ràn àwọn akẹ́kọ̀ọ́ lọwọ láti mọ̀ pé agbára kì í ṣe ohun tí ń jẹ́ kí ìgbé ìrìn ṣẹlẹ̀ nìkan, ṣùgbọ́n pé ó tún lè dákẹ́ tàbí máa tẹ̀síwájú ìpò ìrìn-ajo.  
  
Ẹ ṣé púpọ̀,  
[Orúkọ Rẹ]",True
D,D,True
C,D,True
A,"Ọjọ́: [__/__/____]

Sí: Ẹgbẹ́ Ìmúlò Àmì-Ìgbéléwò

Kókó: Ìpinnu sí Àmì Ìgbéléwò Takarawa fún Ète “Ṣàlàyé Àríwòye Ìmọ́lẹ̀”

Ẹ káàbọ̀,

Ní ìbámu pẹ̀lú ète ìmọ́lẹ̀ tí ó ń fẹ́ kí àwọn akẹ́kọ̀ọ́ ṣàlàyé ìhà-èròjà (particle) àti ìhà-ìgbì (wave) ìmọ́lẹ̀ nípasẹ̀ ìdánwò àti àwòrán, mo ti tọ́ka sí àwọn àmì ìgbéléwò mẹ́rin. Lórí ìṣàgbéyẹ̀wò pẹ̀lú ìfọkànsinú, àmì ìgbéléwò D ni mo ṣe àyẹ̀wò gẹ́gẹ́ bí ìdáhùn takarawa:

D. “Ṣe ìdámọ̀ àwọn ipò ojoojúmọ́ tí a ti lè ṣàkíyèsí àwọn ìṣẹ̀lẹ̀ ìmọ́lẹ̀ tó yàtọ̀ tí ó ní í ṣe pẹ̀lú àwòkọ́ṣe èròjà kékeré (particle model).”

Ìdí ni pé àmì yìí ń mú kí akẹ́kọ̀ọ́ lo ìrírí ojoojúmọ́ gẹ́gẹ́ bí àfihàn kíkún ìhà-èròjà ti ìmọ́lẹ̀, nígbà tí wọ́n ń tọ́jú ìṣe-ìwádìí, ṣètò ìmọ̀ wọn, kí wọ́n sì ráyè ṣàfihan èrò àtìmọ̀ ìwà wọn nípa ìtẹ́lọ́run àmí-ìgbéléwò takarawa. Èyí ń bà a mu pẹ̀lú ète ìmọ́ wọn láti ṣàlàyé ìaráyé àríwòye ìmọ́lẹ̀ nípasẹ̀ ìdánwò àti àwòrán.

Ẹ ṣéun fún ìtìlẹ́yìn yín.

Ẹ kí,  
[Orúkọ Rẹ]  
Olùkọ́ Ìmọ̀ Ṣàjùbọ̀rẹ́  ",True
A,B,True
D,D,True
D,D,True
A,A,True
C,D,True
C,C,True
C,"C

Lẹ́tà ìmúlò:  
Àṣàyàn C n tọ́ka dájú sí ìmúlò ète iṣẹ́ yìí, nítorí pé ó ń beere kí àwọn akẹ́kọ̀ọ́ ṣe àlàyé ìbáṣepọ̀ inú àtọmù pẹ̀lú omi, kí wọ́n lè yege láti ṣàlàyé ìdí tí ìyọ̀, súgà, báíkárbónéètì, òróró, àti ọtí fi máa tú tàbí má tú nínú omi.",True
D,D,True
B,C,True
C,C,True
C,C,True
B,B,True
D,D.,True
A,C,True
D,D,True
D,D,True
D,C,True
B,B,True
